Formula	SW_Score	Satisfied
SEED: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 0.007000 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -0.007000)	-	-
00: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 1082.453325 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -984.803482)	48.0	True
01: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 1036.603403 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -219.398922)	48.0	True
02: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 1022.787243 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -343.009798)	48.0	True
03: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 1049.356068 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -560.389918)	48.0	True
04: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 1076.039592 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -407.107213)	48.0	True
05: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 993.497483 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -46.015267)	48.0	True


00: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 938.717681 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -669.124367)	48.0	False
01: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 617.510115 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -269.829531)	48.0	False
02: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 174.964985 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -369.441392)	48.0	False
03: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 121.102887 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -1079.367537)	48.0	False
04: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 112.075370 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -708.094141)	48.0	False
05: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 966.844443 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -139.538898)	48.0	False
