Formula	SW_Score	Satisfied
SEED: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 0.007000 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -0.007000)	-	-
00: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 1048.382822 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -457.264471)	48.0	True
01: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 1079.018587 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -588.084510)	48.0	True


00: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 807.514988 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -968.006512)	48.0	False
01: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 309.641429 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -659.610350)	48.0	False
02: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 670.407471 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -787.947234)	48.0	False
03: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 466.925632 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -456.174278)	48.0	False
04: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 847.410239 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -106.557921)	48.0	False
05: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 454.494493 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -140.962000)	48.0	False
