Formula	SW_Score	Satisfied
SEED: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 0.007000 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -0.007000)	-	-
00: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 1010.646693 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -157.444530)	48.0	True
01: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 1066.025395 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -43.157324)	48.0	True


00: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 932.133852 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -380.357242)	48.0	False
01: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 685.438495 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -1018.178097)	48.0	False
02: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 541.553929 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -1088.474047)	48.0	False
03: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 386.919892 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -982.984065)	48.0	False
04: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 626.640158 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -1079.276126)	48.0	False
05: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 857.633812 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -890.729959)	48.0	False
