Formula	SW_Score	Satisfied
SEED: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 0.007000 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -0.007000)	-	-
00: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 1035.968755 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -48.148712)	48.0	True
01: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 1068.824524 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -202.894087)	48.0	True
02: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 978.166319 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -11.481699)	48.0	True
03: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 985.489739 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -37.428656)	48.0	True


00: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 479.953555 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -577.441523)	48.0	False
01: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 636.391820 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -282.762320)	48.0	False
02: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 439.888144 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -711.486976)	48.0	False
03: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 967.418486 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -583.732996)	48.0	False
04: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 161.663816 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -488.841690)	48.0	False
05: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 74.914292 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -806.740712)	48.0	False
