Formula	SW_Score	Satisfied
SEED: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 0.007000 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -0.007000)	-	-
00: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 875.388372 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -1042.468957)	48.0	True
01: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 62.436086 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -578.076883)	48.0	True
02: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 149.020194 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -582.395669)	48.0	True
03: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 115.940320 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -559.998577)	48.0	True
04: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 556.234665 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -212.605421)	48.0	True
05: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 967.604447 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -39.231208)	48.0	True


00: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 3.786316 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -425.796743)	48.0	False
