Formula	SW_Score	Satisfied
SEED: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 0.007000 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -0.007000)	-	-
00: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 146.009490 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -421.180545)	48.0	True
01: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 753.904310 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -675.858187)	48.0	True
02: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 408.413128 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -777.712214)	48.0	True
03: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 662.951781 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -519.092818)	48.0	True
04: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 34.950160 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -728.234106)	48.0	True
05: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 382.538828 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -457.559495)	48.0	True


00: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 1.790420 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -188.033099)	48.0	False
