Formula	SW_Score	Satisfied
SEED: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 0.007000 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -0.007000)	-	-
00: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 421.011111 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -536.661744)	48.0	True
01: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 583.297998 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -893.701804)	48.0	True
02: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 978.573590 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -786.670321)	48.0	True
03: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 756.689279 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -1056.848052)	48.0	True
04: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 146.333466 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -1024.728555)	48.0	True
05: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 211.755054 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -905.972335)	48.0	True


00: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 1.127617 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -755.028046)	48.0	False
