Formula	SW_Score	Satisfied
SEED: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 0.007000 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -0.007000)	-	-
00: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 602.017453 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -2.340877)	48.0	True
01: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 1053.509196 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -290.153712)	48.0	True
02: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 566.646454 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -113.560787)	48.0	True
03: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 113.439535 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -642.250840)	48.0	True
04: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 1016.213852 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -518.194333)	48.0	True
05: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 630.350276 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -386.376275)	48.0	True


00: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 13.995507 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -204.553373)	48.0	False
