Formula	SW_Score	Satisfied
SEED: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 0.007000 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -0.007000)	-	-
00: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 148.284022 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -437.418283)	48.0	True
01: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 799.767504 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -733.254351)	48.0	True
02: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 676.982028 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -595.538072)	48.0	True
03: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 124.310461 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -115.444732)	48.0	True
04: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 283.526515 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -492.297642)	48.0	True
05: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 804.997265 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -926.677128)	48.0	True


00: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 9.053865 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -593.259201)	48.0	False
