Formula	SW_Score	Satisfied
SEED: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 0.007000 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -0.007000)	-	-
00: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 1058.519323 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -713.646499)	48.0	True
01: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 1048.668588 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -89.815766)	48.0	True


00: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 82.779396 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -782.105530)	48.0	False
01: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 270.173013 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -110.236743)	48.0	False
02: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 1007.850192 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -433.206535)	48.0	False
03: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 363.620956 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -782.672824)	48.0	False
04: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 47.210994 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -494.928402)	48.0	False
05: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 42.013195 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -85.547752)	48.0	False
