Formula	SW_Score	Satisfied
SEED: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 0.007000 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -0.007000)	-	-
00: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 1037.303956 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -721.092000)	48.0	True
01: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 1031.053325 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -434.037310)	48.0	True
02: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 1073.968431 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -923.756237)	48.0	True


00: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 300.504681 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -786.987847)	48.0	False
01: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 210.333261 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -150.503306)	48.0	False
02: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 733.695813 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -635.812964)	48.0	False
03: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 205.056630 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -922.613902)	48.0	False
04: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 993.254773 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -1003.468936)	48.0	False
05: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 236.242387 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -716.816769)	48.0	False
