Formula	SW_Score	Satisfied
SEED: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 0.007000 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -0.007000)	-	-
00: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 1044.448651 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -533.069988)	48.0	True
01: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 1092.592961 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -1082.442587)	48.0	True
02: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 1058.380905 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -121.930711)	48.0	True
03: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 1083.485769 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -85.202186)	48.0	True


00: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 906.027687 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -792.677847)	48.0	False
01: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 404.060446 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -174.904104)	48.0	False
02: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 636.065286 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -606.457763)	48.0	False
03: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 914.688868 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -616.074378)	48.0	False
04: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 903.432514 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -503.806133)	48.0	False
05: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 522.871268 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -421.920506)	48.0	False
