Formula	SW_Score	Satisfied
SEED: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 0.007000 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -0.007000)	-	-
00: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 1029.710858 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -684.845726)	48.0	True


00: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 753.839259 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -372.269212)	48.0	False
01: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 264.765865 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -11.887755)	48.0	False
02: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 106.263020 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -667.199093)	48.0	False
03: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 589.975196 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -368.166801)	48.0	False
04: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 547.673831 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -375.121591)	48.0	False
05: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 874.355132 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -956.517889)	48.0	False
