Formula	SW_Score	Satisfied
SEED: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 0.007000 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -0.007000)	-	-
00: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 1080.501725 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -947.651505)	48.0	True
01: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 1061.261544 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -6.313458)	48.0	True


00: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 808.024174 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -1015.842847)	48.0	False
01: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 647.967636 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -720.574908)	48.0	False
02: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 3.014118 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -784.727318)	48.0	False
03: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 389.482468 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -489.591440)	48.0	False
04: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 652.354518 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -84.584184)	48.0	False
05: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 491.464249 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -555.199607)	48.0	False
