Formula	SW_Score	Satisfied
SEED: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 0.007000 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -0.007000)	-	-
00: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 991.798058 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -216.991615)	48.0	True
01: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 965.697808 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -135.293662)	48.0	True
02: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 991.251065 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -937.381379)	48.0	True


00: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 188.565449 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -927.257014)	48.0	False
01: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 147.407207 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -378.990583)	48.0	False
02: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 510.878985 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -311.014964)	48.0	False
03: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 47.913144 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -10.977918)	48.0	False
04: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 379.150091 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -672.176011)	48.0	False
05: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 30.710905 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -915.883214)	48.0	False
