Formula	SW_Score	Satisfied
SEED: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 0.007000 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -0.007000)	-	-
00: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 997.944381 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -991.886292)	48.0	True
01: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 1067.454826 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -7.307981)	48.0	True
02: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 1030.496427 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -582.234737)	48.0	True
03: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 1019.523593 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -529.738767)	48.0	True


00: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 710.593332 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -332.563074)	48.0	False
01: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 768.895073 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -758.501079)	48.0	False
02: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 311.639415 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -1007.883954)	48.0	False
03: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 629.432752 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -426.352481)	48.0	False
04: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 787.547946 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -537.149784)	48.0	False
05: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 739.917104 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -15.819979)	48.0	False
