Formula	SW_Score	Satisfied
SEED: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 0.007000 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -0.007000)	-	-
00: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 975.274353 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -76.999759)	48.0	True
01: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 977.765679 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -783.036449)	48.0	True
02: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 1010.324206 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -859.405334)	48.0	True
03: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 1080.983015 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -249.259037)	48.0	True
04: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 1001.454258 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -1070.054171)	48.0	True


00: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 248.267949 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -649.574638)	48.0	False
01: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 908.880363 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -96.464806)	48.0	False
02: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 6.132606 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -172.326926)	48.0	False
03: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 818.419399 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -827.861680)	48.0	False
04: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 457.289095 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -460.795360)	48.0	False
05: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 418.339739 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -306.704408)	48.0	False
