Formula	SW_Score	Satisfied
SEED: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 0.007000 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -0.007000)	-	-
00: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 592.730562 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -335.402154)	48.0	True
01: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 1093.504476 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -555.310922)	48.0	True
02: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 459.967696 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -753.153650)	48.0	True
03: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 594.185254 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -339.063287)	48.0	True
04: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 975.875327 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -431.578231)	48.0	True
05: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 299.260222 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -428.648884)	48.0	True


00: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 6.823536 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -496.593813)	48.0	False
01: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 53.224609 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -225.109274)	48.0	False
