Formula	SW_Score	Satisfied
SEED: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 0.007000 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -0.007000)	-	-
00: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 129.565092 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -33.212799)	48.0	True
01: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 78.611280 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -998.192222)	48.0	True
02: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 849.550241 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -829.518066)	48.0	True
03: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 397.623693 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -281.687401)	48.0	True
04: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 781.306430 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -219.940076)	48.0	True
05: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 408.094858 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -538.167776)	48.0	True


00: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 27.156329 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -855.193372)	48.0	False
