Formula	SW_Score	Satisfied
SEED: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 0.007000 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -0.007000)	-	-
00: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 344.406039 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -313.975363)	48.0	True
01: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 1097.029959 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -506.924226)	48.0	True
02: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 840.502373 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -593.764628)	48.0	True
03: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 530.941854 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -712.366764)	48.0	True
04: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 677.307100 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -1074.984288)	48.0	True
05: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 903.575547 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -1060.129097)	48.0	True


00: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 1.751154 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -15.917076)	48.0	False
