Formula	SW_Score	Satisfied
SEED: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 0.007000 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -0.007000)	-	-
00: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 1047.340560 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -47.767045)	48.0	True
01: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 1047.398180 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -152.053978)	48.0	True
02: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 913.051391 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -109.955770)	48.0	True
03: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 936.214837 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -225.511263)	48.0	True
04: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 811.316966 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -557.686125)	48.0	True
05: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 1037.627376 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -302.423694)	48.0	True


00: ForAll t In (t > 11 And t < 50) Implies (err[ToInt(RealVal(0)+(t-0.0)/10000.0)] <= 6.506357 And err[ToInt(RealVal(0)+(t-0.0)/10000.0)] >= -309.322917)	48.0	False
